,group
TCGA-HT-7688-01A,14
TCGA-FG-A87N-01A,14
TCGA-E1-5302-01A,14
TCGA-TM-A7C5-01A,14
TCGA-DB-5279-01A,14
TCGA-HT-8012-01A,14
TCGA-E1-A7Z2-01A,14
TCGA-E1-5307-01A,14
TCGA-HT-A618-01A,14
TCGA-IK-7675-01A,14
TCGA-P5-A736-01A,14
TCGA-QH-A86X-01A,14
TCGA-HT-7616-01A,14
TCGA-FG-A6J3-01A,14
TCGA-FG-7636-01A,14
TCGA-HT-7469-01A,14
TCGA-DU-A6S2-01A,14
TCGA-CS-5396-01A,14
TCGA-DU-5854-01A,14
TCGA-HW-8319-01A,14
TCGA-DU-8161-01A,14
TCGA-R8-A6YH-01A,14
TCGA-HT-7856-01A,14
TCGA-DU-A76O-01A,14
TCGA-HT-A616-01A,14
TCGA-FG-A6IZ-01A,14
TCGA-DB-A64L-01A,14
TCGA-FG-A4MW-01A,14
TCGA-FG-6688-01A,14
TCGA-HT-7473-01A,14
TCGA-DH-5143-01A,14
TCGA-DU-5871-01A,14
TCGA-DU-A7TD-01A,14
TCGA-HT-7690-01A,14
TCGA-HT-A5R9-01A,14
TCGA-HT-A615-01A,14
TCGA-HT-7877-01A,14
TCGA-TQ-A7RF-01A,14
TCGA-DU-A7TA-01A,14
TCGA-DU-5870-01A,14
TCGA-DH-A66D-01A,14
TCGA-HT-7470-01A,14
TCGA-TQ-A7RW-01A,14
TCGA-RY-A83X-01A,14
TCGA-FG-5964-01A,14
TCGA-HT-7874-01A,14
TCGA-DU-6407-01A,14
TCGA-S9-A6U6-01A,14
TCGA-E1-A7Z6-01A,14
TCGA-DB-A75P-01A,14
TCGA-DU-6405-01A,14
TCGA-DU-5847-01A,14
TCGA-CS-4943-01A,14
TCGA-CS-5394-01A,14
TCGA-HT-8558-01A,14
TCGA-S9-A6U0-01A,14
TCGA-HT-8113-01A,14
TCGA-DU-5852-01A,14
TCGA-HT-7676-01A,14
TCGA-S9-A6WN-01A,14
TCGA-DU-A7T6-01A,14
TCGA-DU-7014-01A,14
TCGA-S9-A6WG-01A,14
TCGA-VM-A8C8-01A,14
TCGA-HW-7491-01A,14
TCGA-HT-8110-01A,14
TCGA-QH-A65V-01A,14
TCGA-HT-7479-01A,14
TCGA-FG-A4MX-01A,14
TCGA-HT-7684-01A,14
TCGA-HT-7858-01A,14
TCGA-CS-5397-01A,14
TCGA-TQ-A7RN-01A,14
TCGA-FG-A70Y-01A,14
TCGA-DU-7306-01A,14
TCGA-FG-7637-01A,14
TCGA-CS-5390-01A,14
TCGA-QH-A6CX-01A,14
TCGA-DU-8163-01A,14
TCGA-P5-A5F2-01A,14
TCGA-HT-A61B-01A,14
TCGA-HT-7879-01A,14
TCGA-DH-A66F-01A,14
TCGA-DU-7309-01A,14
TCGA-P5-A733-01A,14
TCGA-VM-A8CA-01A,14
TCGA-S9-A6TY-01A,14
TCGA-QH-A6CY-01A,14
TCGA-TQ-A7RQ-01A,14
TCGA-DB-A64W-01A,14
TCGA-FG-A4MT-01A,14
TCGA-DU-6397-01A,14
TCGA-CS-5393-01A,14
TCGA-P5-A77W-01A,14
TCGA-HT-A61A-01A,14
TCGA-WY-A85C-01A,14
TCGA-S9-A7IS-01A,14
TCGA-DU-7018-01A,14
TCGA-HT-8107-01A,14
TCGA-HT-7467-01A,14
TCGA-DU-8164-01A,14
TCGA-DU-6392-01A,14
TCGA-FG-8185-01A,14
TCGA-HT-A74H-01A,14
TCGA-QH-A6CW-01A,14
TCGA-HT-7860-01A,14
TCGA-FG-A4MY-01A,14
TCGA-P5-A5F0-01A,14
TCGA-S9-A7J0-01A,14
TCGA-S9-A7R8-01A,14
TCGA-P5-A5EZ-01A,14
TCGA-S9-A7QZ-01A,14
TCGA-DU-7301-01A,14
TCGA-DB-A64Q-01A,14
TCGA-E1-A7YL-01A,14
TCGA-CS-6666-01A,14
TCGA-HT-8111-01A,14
TCGA-HT-7485-01A,14
TCGA-QH-A6X4-01A,14
TCGA-S9-A7IY-01A,14
TCGA-DU-A6S8-01A,14
TCGA-DB-A64U-01A,14
TCGA-DB-5276-01A,14
TCGA-HT-8019-01A,14
TCGA-P5-A735-01A,14
TCGA-E1-5305-01A,14
TCGA-DB-A75L-01A,14
TCGA-FG-7643-01A,14
TCGA-DU-8158-01A,14
TCGA-DB-5275-01A,14
TCGA-QH-A65Z-01A,14
TCGA-DU-6404-01A,14
TCGA-DU-7012-01A,14
TCGA-DB-5277-01A,14
TCGA-S9-A7IQ-01A,14
TCGA-QH-A6X8-01A,14
TCGA-DU-A7TB-01A,14
TCGA-P5-A5ET-01A,14
TCGA-P5-A5EV-01A,14
TCGA-DU-A5TS-01A,14
TCGA-FG-8186-01A,14
TCGA-DU-7290-01A,14
TCGA-FG-A4MT-02A,14
TCGA-HT-A617-01A,14
TCGA-HT-7468-01A,14
TCGA-FG-6691-01A,14
TCGA-HT-8013-01A,14
TCGA-HT-7601-01A,14
TCGA-DU-7015-01A,14
TCGA-HT-8564-01A,14
TCGA-DB-A4XB-01A,14
TCGA-HT-7681-01A,14
TCGA-FG-8187-01A,14
TCGA-HT-A619-01A,14
TCGA-DB-A64O-01A,14
TCGA-E1-5318-01A,14
TCGA-DB-A4XD-01A,14
TCGA-DB-A4XF-01A,14
TCGA-HT-7875-01A,14
TCGA-RY-A845-01A,14
TCGA-HT-7475-01A,14
TCGA-DU-5874-01A,14
TCGA-DU-7006-01A,14
TCGA-S9-A6TS-01A,14
TCGA-DU-7294-01A,14
TCGA-QH-A6XA-01A,14
TCGA-DU-6394-01A,14
TCGA-R8-A6MO-01A,14
TCGA-P5-A5EX-01A,14
TCGA-HT-7880-01A,14
TCGA-FG-5962-01B,14
TCGA-DU-7300-01A,14
TCGA-R8-A6ML-01A,14
TCGA-QH-A870-01A,14
TCGA-DU-A5TU-01A,14
TCGA-S9-A6U9-01A,14
TCGA-S9-A7J2-01A,14
TCGA-HT-A74J-01A,14
TCGA-P5-A5EU-01A,14
TCGA-DB-5280-01A,14
TCGA-RY-A843-01A,14
TCGA-HT-A5R5-01A,14
TCGA-DH-5142-01A,14
TCGA-E1-5304-01A,14
TCGA-HT-7680-01A,14
TCGA-DU-A5TT-01A,14
TCGA-QH-A65X-01A,14
TCGA-HT-8011-01A,14
TCGA-E1-A7YI-01A,14
TCGA-HT-7854-01A,14
TCGA-FG-A710-01A,14
TCGA-P5-A72W-01A,14
TCGA-HT-8104-01A,14
TCGA-P5-A5EW-01A,14
TCGA-DU-6395-01A,14
TCGA-TQ-A7RV-02A,14
TCGA-CS-6668-01A,14
TCGA-P5-A780-01A,14
TCGA-HT-7604-01A,14
TCGA-FG-5963-01A,14
TCGA-HW-7490-01A,14
TCGA-QH-A6CV-01A,14
TCGA-DH-5140-01A,14
TCGA-VW-A7QS-01A,14
TCGA-DU-5853-01A,14
TCGA-FG-7634-01A,14
TCGA-HT-7480-01A,14
TCGA-P5-A5F6-01A,14
TCGA-CS-4938-01B,14
TCGA-TQ-A7RK-01A,14
TCGA-P5-A731-01A,14
TCGA-E1-A7Z3-01A,14
TCGA-DU-A6S3-01A,14
TCGA-E1-A7YV-01A,14
TCGA-S9-A6WE-01A,14
TCGA-DU-8168-01A,14
TCGA-DU-6542-01A,14
TCGA-FG-6690-01A,14
TCGA-TM-A7CF-02A,14
TCGA-HT-7689-01A,14
TCGA-WY-A85B-01A,14
TCGA-DU-5855-01A,14
TCGA-DU-6401-01A,14
TCGA-E1-A7YH-01A,14
TCGA-R8-A6MK-01A,14
TCGA-P5-A5EY-01A,14
TCGA-DB-A64X-01A,14
TCGA-CS-6670-01A,14
TCGA-DB-A64R-01A,14
TCGA-HT-7481-01A,14
TCGA-HW-8320-01A,14
TCGA-DU-7009-01A,14
TCGA-P5-A5F1-01A,14
TCGA-CS-4942-01A,14
TCGA-DB-5274-01A,14
TCGA-S9-A6WH-01A,14
TCGA-HT-7620-01A,14
TCGA-TQ-A8XE-01A,14
TCGA-RY-A83Z-01A,14
TCGA-DU-7292-01A,14
TCGA-DU-6396-01A,14
TCGA-RY-A83Y-01A,14
TCGA-DB-A64V-01A,14
TCGA-DU-6400-01A,14
TCGA-DB-5281-01A,14
TCGA-HT-7694-01A,14
TCGA-VM-A8CE-01A,14
TCGA-HT-8015-01B,14
TCGA-FG-8181-01A,14
TCGA-HW-A5KJ-01A,14
TCGA-E1-A7YN-01A,14
TCGA-P5-A5F4-01A,14
TCGA-VM-A8CD-01A,14
TCGA-HT-7608-01A,14
TCGA-HT-A74L-01A,14
TCGA-DU-A5TW-01A,14
TCGA-DB-5270-01A,14
TCGA-S9-A6U1-01A,14
TCGA-HT-7602-01A,14
TCGA-IK-8125-01A,14
TCGA-FG-A70Z-01A,14
TCGA-HT-7873-01B,14
TCGA-E1-A7YS-01A,14
TCGA-QH-A6XC-01A,14
TCGA-QH-A6X9-01A,14
TCGA-HT-7882-01A,14
TCGA-DU-A7TI-01A,14
TCGA-P5-A77X-01A,14
TCGA-DB-A4XH-01A,14
TCGA-FG-A60J-01A,14
TCGA-CS-6669-01A,14
TCGA-S9-A7IZ-01A,14
TCGA-FG-6689-01A,14
TCGA-FG-8191-01A,14
TCGA-HW-A5KM-01A,14
TCGA-TQ-A8XE-02A,14
TCGA-FG-8188-01A,14
TCGA-VV-A829-01A,14
TCGA-DU-6408-01A,14
TCGA-HT-8010-01A,14
TCGA-DB-A4XE-01A,14
TCGA-S9-A6WQ-01A,14
TCGA-DU-7019-01A,14
TCGA-P5-A737-01A,14
TCGA-HW-7493-01A,14
TCGA-DU-8166-01A,14
TCGA-HT-7606-01A,14
TCGA-WY-A85D-01A,14
TCGA-E1-A7YM-01A,14
TCGA-FG-8189-01B,14
TCGA-QH-A6CZ-01A,14
TCGA-KT-A74X-01A,14
TCGA-DB-A4XA-01A,14
TCGA-DU-5872-01A,14
TCGA-P5-A72Z-01A,14
TCGA-DU-6406-01A,14
TCGA-DB-5278-01A,14
TCGA-HT-A614-01A,14
TCGA-E1-5311-01A,14
TCGA-DU-A5TY-01A,14
TCGA-HT-7609-01A,14
TCGA-HT-7902-01A,14
TCGA-DB-A75M-01A,14
TCGA-S9-A6WP-01A,14
TCGA-HT-A4DV-01A,14
TCGA-VM-A8CB-01A,14
TCGA-E1-A7YJ-01A,14
TCGA-HT-8105-01A,14
TCGA-S9-A6TV-01A,14
TCGA-DH-5144-01A,14
TCGA-DB-A75O-01A,14
TCGA-HT-A5RB-01A,14
TCGA-HT-8114-01A,14
TCGA-HT-7611-01A,14
TCGA-DU-8165-01A,14
TCGA-FG-7641-01B,14
TCGA-DU-6402-01A,14
TCGA-HT-7881-01A,14
TCGA-DH-A66G-01A,14
TCGA-HT-8106-01A,14
TCGA-HT-7693-01A,14
TCGA-FG-5965-01B,14
TCGA-FG-A713-01A,14
TCGA-HW-8321-01A,14
TCGA-HT-7686-01A,14
TCGA-DB-A64P-01A,14
TCGA-DU-A76K-01A,14
TCGA-P5-A72X-01A,14
TCGA-DU-A76L-01A,14
TCGA-S9-A7J1-01A,14
TCGA-CS-6188-01A,14
TCGA-S9-A6TX-01A,14
TCGA-HT-7677-01A,14
TCGA-F6-A8O4-01A,14
TCGA-TM-A84S-01A,14
TCGA-DU-A5TR-01A,14
TCGA-DU-5851-01A,14
TCGA-CS-6665-01A,14
TCGA-HT-7474-01A,14
TCGA-DB-5273-01A,14
TCGA-DU-A7TJ-01A,14
TCGA-CS-6186-01A,14
TCGA-DU-7304-01A,14
TCGA-W9-A837-01A,14
TCGA-FG-8182-01A,14
TCGA-S9-A6WD-01A,14
TCGA-HT-A74O-01A,14
TCGA-E1-5319-01A,14
TCGA-DU-7298-01A,14
TCGA-DH-A66B-01A,14
TCGA-DU-A5TP-01A,14
TCGA-DU-5849-01A,14
TCGA-HT-7692-01A,14
TCGA-DU-A76R-01A,14
TCGA-DH-A7US-01A,14
TCGA-E1-A7YY-01A,14
TCGA-DB-A4XG-01A,14
TCGA-HT-7884-01B,14
TCGA-S9-A7R1-01A,14
TCGA-DU-7007-01A,14
TCGA-HW-A5KK-01A,14
TCGA-TQ-A7RK-02A,14
TCGA-HT-7477-01B,14
TCGA-DB-A4XC-01A,14
TCGA-DU-6393-01A,14
TCGA-HW-7487-01A,14
TCGA-DU-6410-01A,14
TCGA-ED-A66Y-01A,15
TCGA-ED-A8O5-01A,15
TCGA-FV-A3R3-01A,15
TCGA-G3-A5SJ-01A,15
TCGA-HP-A5MZ-01A,15
TCGA-BC-A10W-01A,15
TCGA-DD-A4NH-01A,15
TCGA-G3-A25Z-01A,15
TCGA-BC-A10X-01A,15
TCGA-NI-A8LF-01A,15
TCGA-EP-A2KA-01A,15
TCGA-GJ-A9DB-01A,15
TCGA-DD-A3A3-01A,15
TCGA-DD-A1ED-01A,15
TCGA-EP-A2KB-01A,15
TCGA-CC-A8HU-01A,15
TCGA-PD-A5DF-01A,15
TCGA-DD-A1EF-01A,15
TCGA-GJ-A6C0-01A,15
TCGA-DD-A11D-01A,15
TCGA-XR-A8TF-01A,15
TCGA-ED-A7XO-01A,15
TCGA-CC-A5UE-01A,15
TCGA-DD-A73D-01A,15
TCGA-DD-A39X-01A,15
TCGA-CC-A1HT-01A,15
TCGA-G3-A5SK-01A,15
TCGA-DD-A1EL-01A,15
TCGA-MR-A520-01A,15
TCGA-CC-A3MB-01A,15
TCGA-DD-A115-01A,15
TCGA-DD-A39W-01A,15
TCGA-G3-A7M6-01A,15
TCGA-G3-A3CK-01A,15
TCGA-DD-A3A2-01A,15
TCGA-G3-A3CH-01A,15
TCGA-CC-A5UD-01A,15
TCGA-DD-A3A9-01A,15
TCGA-WQ-A9G7-01A,15
TCGA-G3-A25Y-01A,15
TCGA-BC-A10S-01A,15
TCGA-BC-A216-01A,15
TCGA-DD-A4NR-01A,15
TCGA-CC-A7IG-01A,15
TCGA-DD-A119-01A,15
TCGA-BC-A217-01A,15
TCGA-EP-A2KC-01A,15
TCGA-BC-A3KG-01A,15
TCGA-DD-A118-01A,15
TCGA-DD-A4NJ-01A,15
TCGA-UB-A7MF-01A,15
TCGA-G3-A7M5-01A,15
TCGA-ED-A82E-01A,15
TCGA-NI-A4U2-01A,15
TCGA-CC-A7II-01A,15
TCGA-DD-A3A4-01A,15
TCGA-UB-A7MB-01A,15
TCGA-ED-A66X-01A,15
TCGA-G3-A3CI-01A,15
TCGA-CC-A7IL-01A,15
TCGA-DD-A4NE-01A,15
TCGA-ED-A5KG-01A,15
TCGA-DD-A4ND-01A,15
TCGA-FV-A2QQ-01A,15
TCGA-CC-A8HS-01A,15
TCGA-DD-A1EH-01A,15
TCGA-DD-A73F-01A,15
TCGA-BC-A10Z-01A,15
TCGA-BC-A69H-01A,15
TCGA-ED-A7XP-01A,15
TCGA-G3-A5SM-01A,15
TCGA-FV-A2QR-01A,15
TCGA-CC-A123-01A,15
TCGA-CC-A7IK-01A,15
TCGA-DD-A39V-01A,15
TCGA-G3-A25V-01A,15
TCGA-BC-A8YO-01A,15
TCGA-CC-A8HV-01A,15
TCGA-BC-A5W4-01A,15
TCGA-DD-A3A7-01A,15
TCGA-DD-A4NI-01A,15
TCGA-CC-5264-01A,15
TCGA-BC-A10Y-01A,15
TCGA-CC-A3MA-01A,15
TCGA-DD-A73B-01A,15
TCGA-DD-A3A8-01A,15
TCGA-CC-5258-01A,15
TCGA-ED-A459-01A,15
TCGA-BW-A5NP-01A,15
TCGA-DD-A4NK-01A,15
TCGA-DD-AA3A-01A,15
TCGA-BC-4072-01B,15
TCGA-DD-A73G-01A,15
TCGA-DD-A11A-01A,15
TCGA-DD-A3A6-01A,15
TCGA-UB-A7MD-01A,15
TCGA-DD-A1EB-01A,15
TCGA-FV-A4ZQ-01A,15
TCGA-G3-A7M7-01A,15
TCGA-MR-A8JO-01A,15
TCGA-DD-A11C-01A,15
TCGA-RG-A7D4-01A,15
TCGA-BC-A10Q-01A,15
TCGA-FV-A23B-01A,15
TCGA-CC-5262-01A,15
TCGA-DD-A4NF-01A,15
TCGA-BC-A10U-01A,15
TCGA-DD-A4NP-01A,15
TCGA-FV-A3R2-01A,15
TCGA-BD-A3ER-01A,15
TCGA-BC-A110-01A,15
TCGA-UB-A7MA-01A,15
TCGA-DD-A1EC-01A,15
TCGA-K7-A5RG-01A,15
TCGA-T1-A6J8-01A,15
TCGA-CC-A3MC-01A,15
TCGA-ES-A2HS-01A,15
TCGA-CC-A8HT-01A,15
TCGA-ED-A7PX-01A,15
TCGA-K7-A5RF-01A,15
TCGA-XR-A8TC-01A,15
TCGA-DD-A4NO-01A,15
TCGA-ED-A7PZ-01A,15
TCGA-HP-A5N0-01A,15
TCGA-ED-A8O6-01A,15
TCGA-CC-A3M9-01A,15
TCGA-DD-A1EJ-01A,15
TCGA-DD-A1EE-01A,15
TCGA-DD-A39Z-01A,15
TCGA-BD-A2L6-01A,15
TCGA-G3-A25X-01A,15
TCGA-DD-A4NB-01A,15
TCGA-BC-A10R-01A,15
TCGA-DD-A11B-01A,15
TCGA-CC-5261-01A,15
TCGA-BC-A3KF-01A,15
TCGA-G3-A3CG-01A,15
TCGA-G3-A7M8-01A,15
TCGA-G3-A7M9-01A,15
TCGA-EP-A3JL-01A,15
TCGA-FV-A4ZP-01A,15
TCGA-DD-A114-01A,15
TCGA-KR-A7K7-01A,15
TCGA-O8-A75V-01A,15
TCGA-BC-A69I-01A,15
TCGA-DD-A73C-01A,15
TCGA-ES-A2HT-01A,15
TCGA-DD-A3A1-01A,15
TCGA-BC-A10T-01A,15
TCGA-DD-A4NG-01A,15
TCGA-EP-A12J-01A,15
TCGA-ED-A627-01A,15
TCGA-CC-5263-01A,15
TCGA-G3-A5SL-01A,15
TCGA-DD-A4NS-01A,15
TCGA-DD-A4NN-01A,15
TCGA-G3-A25U-01A,15
TCGA-ED-A4XI-01A,15
TCGA-DD-A39Y-01A,15
TCGA-LG-A6GG-01A,15
TCGA-DD-A4NA-01A,15
TCGA-BW-A5NQ-01A,15
TCGA-DD-A73E-01A,15
TCGA-BD-A3EP-01A,15
TCGA-UB-A7MC-01A,15
TCGA-EP-A3RK-01A,15
TCGA-CC-A5UC-01A,15
TCGA-FV-A496-01A,15
TCGA-ED-A7PY-01A,15
TCGA-DD-A116-01A,15
TCGA-RC-A6M6-01A,15
TCGA-EP-A26S-01A,15
TCGA-G3-A25S-01A,15
TCGA-YA-A8S7-01A,15
TCGA-DD-A4NQ-01A,15
TCGA-CC-5260-01A,15
TCGA-CC-A7IF-01A,15
TCGA-DD-A3A5-01A,15
TCGA-CC-A7IH-01A,15
TCGA-BW-A5NO-01A,15
TCGA-CC-A7IJ-01A,15
TCGA-95-7043-01A,16
TCGA-73-4658-01A,16
TCGA-86-8076-01A,16
TCGA-44-6147-01A,16
TCGA-50-5932-01A,16
TCGA-44-2661-01A,16
TCGA-86-7954-01A,16
TCGA-44-7671-01A,16
TCGA-62-A46P-01A,16
TCGA-86-7955-01A,16
TCGA-50-6592-01A,16
TCGA-38-4625-01A,16
TCGA-80-5611-01A,16
TCGA-86-8054-01A,16
TCGA-L9-A5IP-01A,16
TCGA-69-7764-01A,16
TCGA-49-6744-01A,16
TCGA-75-5125-01A,16
TCGA-69-7763-01A,16
TCGA-86-8279-01A,16
TCGA-97-8179-01A,16
TCGA-86-8055-01A,16
TCGA-44-6774-01A,16
TCGA-50-5066-01A,16
TCGA-05-5423-01A,16
TCGA-97-A4M2-01A,16
TCGA-95-7567-01A,16
TCGA-49-AAR0-01A,16
TCGA-44-2656-01A,16
TCGA-53-7813-01A,16
TCGA-O1-A52J-01A,16
TCGA-35-4122-01A,16
TCGA-49-4507-01A,16
TCGA-78-7145-01A,16
TCGA-53-7624-01A,16
TCGA-50-5068-01A,16
TCGA-78-7163-01A,16
TCGA-35-5375-01A,16
TCGA-80-5608-01A,16
TCGA-86-8281-01A,16
TCGA-MP-A4T6-01A,16
TCGA-97-A4M5-01A,16
TCGA-05-5429-01A,16
TCGA-44-4112-01A,16
TCGA-49-6767-01A,16
TCGA-MP-A4T9-01A,16
TCGA-50-5942-01A,16
TCGA-MP-A4SV-01A,16
TCGA-49-AAR4-01A,16
TCGA-05-4397-01A,16
TCGA-44-A47A-01A,16
TCGA-86-8359-01A,16
TCGA-78-7539-01A,16
TCGA-MP-A4T8-01A,16
TCGA-64-1679-01A,16
TCGA-44-A479-01A,16
TCGA-NJ-A55O-01A,16
TCGA-MP-A5C7-01A,16
TCGA-64-5778-01A,16
TCGA-55-6971-01A,16
TCGA-49-AARN-01A,16
TCGA-55-5899-01A,16
TCGA-49-AAQV-01A,16
TCGA-99-8028-01A,16
TCGA-75-6205-01A,16
TCGA-50-6591-01A,16
TCGA-50-8459-01A,16
TCGA-05-5425-01A,16
TCGA-78-7150-01A,16
TCGA-86-A4P7-01A,16
TCGA-49-4512-01A,16
TCGA-64-5815-01A,16
TCGA-L9-A50W-01A,16
TCGA-73-4675-01A,16
TCGA-44-2668-01A,16
TCGA-44-A4SU-01A,16
TCGA-69-7765-01A,16
TCGA-49-4487-01A,16
TCGA-67-6216-01A,16
TCGA-86-8280-01A,16
TCGA-91-6840-01A,16
TCGA-78-7154-01A,16
TCGA-55-7815-01A,16
TCGA-49-4488-01A,16
TCGA-93-7348-01A,16
TCGA-78-7147-01A,16
TCGA-50-5941-01A,16
TCGA-44-A4SS-01A,16
TCGA-78-7146-01A,16
TCGA-78-7155-01A,16
TCGA-44-3398-01A,16
TCGA-05-5420-01A,16
TCGA-50-5072-01A,16
TCGA-05-4396-01A,16
TCGA-05-4405-01A,16
TCGA-38-4629-01A,16
TCGA-05-4410-01A,16
TCGA-44-7661-01A,16
TCGA-05-4384-01A,16
TCGA-80-5607-01A,16
TCGA-73-4676-01A,16
TCGA-91-6836-01A,16
TCGA-95-7948-01A,16
TCGA-91-7771-01A,16
TCGA-50-5944-01A,16
TCGA-78-7540-01A,16
TCGA-91-6829-01A,16
TCGA-62-8398-01A,16
TCGA-83-5908-01A,16
TCGA-93-A4JP-01A,16
TCGA-73-A9RS-01A,16
TCGA-L4-A4E5-01A,16
TCGA-55-6982-01A,16
TCGA-91-6835-01A,16
TCGA-86-8074-01A,16
TCGA-86-8358-01A,16
TCGA-78-7158-01A,16
TCGA-91-8497-01A,16
TCGA-49-6761-01A,16
TCGA-49-AARO-01A,16
TCGA-78-7159-01A,16
TCGA-L9-A7SV-01A,16
TCGA-78-7143-01A,16
TCGA-91-8499-01A,16
TCGA-49-AAR3-01A,16
TCGA-55-8620-01A,16
TCGA-69-8255-01A,16
TCGA-75-6207-01A,16
TCGA-NJ-A4YF-01A,16
TCGA-91-6830-01A,16
TCGA-44-6778-01A,16
TCGA-62-8395-01A,16
TCGA-49-4486-01A,16
TCGA-86-A4P8-01A,16
TCGA-78-7537-01A,16
TCGA-44-3919-01A,16
TCGA-35-4123-01A,16
TCGA-62-8394-01A,16
TCGA-69-7761-01A,16
TCGA-97-7554-01A,16
TCGA-50-6673-01A,16
TCGA-95-7039-01A,16
TCGA-95-7944-01A,16
TCGA-78-7152-01A,16
TCGA-44-7659-01A,16
TCGA-97-7941-01A,16
TCGA-49-4514-01A,16
TCGA-MP-A4TE-01A,16
TCGA-75-6206-01A,16
TCGA-86-8671-01A,16
TCGA-78-7160-01A,16
TCGA-64-1681-01A,16
TCGA-49-4494-01A,16
TCGA-50-5946-01A,16
TCGA-44-6779-01A,16
TCGA-49-AARE-01A,16
TCGA-73-4659-01A,16
TCGA-50-8457-01A,16
TCGA-55-8507-01A,16
TCGA-78-7536-01A,16
TCGA-95-A4VK-01A,16
TCGA-38-4627-01A,16
TCGA-67-6215-01A,16
TCGA-05-5715-01A,16
TCGA-75-7030-01A,16
TCGA-J2-A4AG-01A,16
TCGA-55-6543-01A,16
TCGA-97-7938-01A,16
TCGA-35-3615-01A,16
TCGA-55-8505-01A,16
TCGA-44-2657-01A,16
TCGA-49-4510-01A,16
TCGA-MP-A4TK-01A,16
TCGA-50-5044-01A,16
TCGA-49-AAR2-01A,16
TCGA-44-2665-01A,16
TCGA-05-4250-01A,16
TCGA-97-7937-01A,16
TCGA-64-5774-01A,16
TCGA-50-6590-01A,16
TCGA-64-5779-01A,16
TCGA-78-8662-01A,16
TCGA-55-7911-01A,16
TCGA-86-8585-01A,16
TCGA-38-A44F-01A,16
TCGA-64-1680-01A,16
TCGA-97-A4M6-01A,16
TCGA-75-6214-01A,16
TCGA-97-7553-01A,16
TCGA-64-1677-01A,16
TCGA-73-7498-01A,16
TCGA-38-6178-01A,16
TCGA-44-7670-01A,16
TCGA-62-A471-01A,16
TCGA-49-4505-01A,16
TCGA-NJ-A7XG-01A,16
TCGA-91-6848-01A,16
TCGA-44-6146-01A,16
TCGA-05-4434-01A,16
TCGA-55-6979-01A,16
TCGA-05-4427-01A,16
TCGA-50-5939-01A,16
TCGA-05-4418-01A,16
TCGA-67-6217-01A,16
TCGA-49-6745-01A,16
TCGA-44-6776-01A,16
TCGA-05-4402-01A,16
TCGA-78-7633-01A,16
TCGA-55-6981-01A,16
TCGA-50-6597-01A,16
TCGA-95-7947-01A,16
TCGA-J2-A4AD-01A,16
TCGA-55-1592-01A,16
TCGA-73-4670-01A,16
TCGA-55-1594-01A,16
TCGA-50-5051-01A,16
TCGA-49-4501-01A,16
TCGA-J2-8194-01A,16
TCGA-44-3917-01A,16
TCGA-44-8119-01A,16
TCGA-55-7573-01A,16
TCGA-78-7166-01A,16
TCGA-49-6742-01A,16
TCGA-55-1596-01A,16
TCGA-55-6978-01A,16
TCGA-91-A4BD-01A,16
TCGA-67-3771-01A,16
TCGA-J2-8192-01A,16
TCGA-86-6851-01A,16
TCGA-NJ-A4YI-01A,16
TCGA-97-7552-01A,16
TCGA-MP-A4T4-01A,16
TCGA-L4-A4E6-01A,16
TCGA-44-5643-01A,16
TCGA-38-4626-01A,16
TCGA-MP-A4TD-01A,16
TCGA-05-4244-01A,16
TCGA-44-6777-01A,16
TCGA-05-4430-01A,16
TCGA-05-4426-01A,16
TCGA-44-6775-01A,16
TCGA-05-4420-01A,16
TCGA-55-8506-01A,16
TCGA-44-7672-01A,16
TCGA-86-8056-01A,16
TCGA-05-4422-01A,16
TCGA-75-7027-01A,16
TCGA-78-7535-01A,16
TCGA-50-8460-01A,16
TCGA-75-7031-01A,16
TCGA-L9-A444-01A,16
TCGA-86-7953-01A,16
TCGA-86-A4D0-01A,16
TCGA-44-6145-01A,16
TCGA-91-8496-01A,16
TCGA-69-A59K-01A,16
TCGA-44-3918-01A,16
TCGA-93-A4JQ-01A,16
TCGA-44-8117-01A,16
TCGA-50-5933-01A,16
TCGA-MN-A4N1-01A,16
TCGA-86-8669-01A,16
TCGA-55-6970-01A,16
TCGA-50-6594-01A,16
TCGA-86-8075-01A,16
TCGA-MP-A4TF-01A,16
TCGA-69-7760-01A,16
TCGA-78-7161-01A,16
TCGA-44-6148-01A,16
TCGA-91-6849-01A,16
TCGA-50-5049-01A,16
TCGA-99-7458-01A,16
TCGA-49-AARR-01A,16
TCGA-MP-A4TC-01A,16
TCGA-91-6847-01A,16
TCGA-93-A4JN-01A,16
TCGA-95-A4VP-01A,16
TCGA-86-8278-01A,16
TCGA-75-6203-01A,16
TCGA-49-6743-01A,16
TCGA-55-7574-01A,16
TCGA-86-7701-01A,16
TCGA-91-6831-01A,16
TCGA-55-7728-01A,16
TCGA-97-A4M0-01A,16
TCGA-44-5645-01A,16
TCGA-50-6593-01A,16
TCGA-86-6562-01A,16
TCGA-62-A46S-01A,16
TCGA-86-A4JF-01A,16
TCGA-78-7542-01A,16
TCGA-78-7148-01A,16
TCGA-91-A4BC-01A,16
TCGA-55-6712-01A,16
TCGA-4B-A93V-01A,16
TCGA-50-5936-01A,16
TCGA-86-8668-01A,16
TCGA-MP-A4TI-01A,16
